"species","coralliteAreaMean_cm2","coralliteAreaMin","coralliteAreaMax"
"Acanthastrea minuta",0.15552847130678,0.0490873852123405,0.321699087727595
"Acanthastrea pachysepta",4.28216750142965,1.56145008865047,8.34689752132272
"Acanthastrea subechinata",1.28679635091038,1.28679635091038,NA
"Acropora abrolhosensis",0.0113097335529233,0.00636172512351933,0.0176714586764426
"Acropora abrotanoides",0.00708821842466197,0.0038484510006475,0.0113097335529233
"Acropora aculeus",0.00636172512351933,0.00502654824574367,0.00785398163397448
"Acropora acuminata",0.00636172512351933,0.00282743338823081,0.0113097335529233
"Acropora anthocercis",0.00865901475145687,0.00502654824574367,0.0132732289614169
"Acropora arabensis",0.0122718463030851,0.00196349540849362,0.0314159265358979
"Acropora aspera",0.01539380400259,0.00785398163397448,0.0254469004940773
"Acropora austera",0.00865901475145687,0.00282743338823081,0.0176714586764426
"Acropora awi",0.00567450173054656,0.0038484510006475,0.00785398163397448
"Acropora batunai",0.000962112750161874,0.000314159265358979,0.00196349540849362
"Acropora bushyensis",0.00950331777710913,0.0038484510006475,0.0176714586764426
"Acropora carduus",0.0038484510006475,0.00196349540849362,0.00636172512351933
"Acropora caroliniana",0.00502654824574367,0.00282743338823081,0.00785398163397448
"Acropora cerealis",0.00237582944427728,0.000706858347057704,0.00502654824574367
"Acropora cervicornis",0.01539380400259,0.00950331777710913,0.0226980069221863
"Acropora chesterfieldensis",0.00567450173054656,0.0038484510006475,0.00785398163397448
"Acropora clathrata",0.0038484510006475,0.00196349540849362,0.00636172512351933
"Acropora cytherea",0.00567450173054656,0.0038484510006475,0.00785398163397448
"Acropora dendrum",0.00567450173054656,0.00196349540849362,0.0113097335529233
"Acropora derawanensis",0.00441786466911065,0.00196349540849362,0.00785398163397448
"Acropora desalwii",0.0038484510006475,0.00282743338823081,0.00502654824574367
"Acropora digitifera",0.00950331777710913,0.00282743338823081,0.0201061929829747
"Acropora divaricata",0.00636172512351933,0.0038484510006475,0.00950331777710913
"Acropora donei",0.00950331777710913,0.00502654824574367,0.01539380400259
"Acropora downingi",0.00567450173054656,0.0038484510006475,0.00785398163397448
"Acropora echinata",0.00441786466911065,0.00196349540849362,0.00785398163397448
"Acropora elegans",0.00282743338823081,0.00125663706143592,0.00502654824574367
"Acropora elseyi",0.00441786466911065,0.00282743338823081,0.00636172512351933
"Acropora eurystoma",0.0201061929829747,0.0113097335529233,0.0314159265358979
"Acropora florida",0.00865901475145687,0.0038484510006475,0.01539380400259
"Acropora gemmifera",0.0132732289614169,0.00785398163397448,0.0201061929829747
"Acropora glauca",0.00950331777710913,0.00636172512351933,0.0132732289614169
"Acropora globiceps",0.0213824649984955,0.0113097335529233,0.0346360590058275
"Acropora grandis",0.0122718463030851,0.00502654824574367,0.0226980069221863
"Acropora granulosa",0.00331830724035422,0.00125663706143592,0.00636172512351933
"Acropora halmaherae",0.00441786466911065,0.00282743338823081,0.00636172512351933
"Acropora hemprichii",0.00785398163397448,0.00502654824574367,0.0113097335529233
"Acropora hoeksemai",0.00567450173054657,0.00282743338823081,0.00950331777710913
"Acropora horrida",0.00865901475145687,0.00282743338823081,0.0176714586764426
"Acropora humilis",0.01539380400259,0.00785398163397448,0.0254469004940773
"Acropora hyacinthus",0.00441786466911065,0.00125663706143592,0.00950331777710913
"Acropora indonesia",0.00502654824574367,0.00282743338823081,0.00785398163397448
"Acropora intermedia",0.0103868907109313,0.00502654824574367,0.0176714586764426
"Acropora jacquelineae",0.000706858347057704,7.85398163397449e-05,0.00196349540849362
"Acropora japonica",0.00441786466911065,0.00282743338823081,0.00636172512351933
"Acropora kimbeensis",0.00196349540849362,0.00125663706143592,0.00282743338823081
"Acropora kirstyae",0.00196349540849362,0.000314159265358979,0.00502654824574367
"Acropora kosurini",0.0038484510006475,0.00282743338823081,0.00502654824574367
"Acropora latistella",0.00441786466911065,0.00282743338823081,0.00636172512351933
"Acropora listeri",0.00502654824574367,0.00282743338823081,0.00785398163397448
"Acropora loisetteae",0.01539380400259,0.0113097335529233,0.0201061929829747
"Acropora lokani",0.00441786466911065,0.00282743338823081,0.00636172512351933
"Acropora longicyathus",0.00636172512351933,0.00196349540849362,0.0132732289614169
"Acropora loripes",0.00567450173054656,0.00196349540849362,0.0113097335529233
"Acropora loveli",0.0132732289614169,0.00636172512351933,0.0226980069221863
"Acropora lutkeni",0.00636172512351933,0.00282743338823081,0.0113097335529233
"Acropora microclados",0.00636172512351933,0.00282743338823081,0.0113097335529233
"Acropora microphthalma",0.00502654824574367,0.00282743338823081,0.00785398163397448
"Acropora millepora",0.00785398163397448,0.00125663706143592,0.0201061929829747
"Acropora monticulosa",0.00636172512351933,0.00282743338823081,0.0113097335529233
"Acropora mossambica",0.00567450173054657,0.00502654824574367,0.00636172512351933
"Acropora multiacuta",0.0132732289614169,0.00282743338823081,0.0314159265358979
"Acropora muricata",0.00785398163397448,0.00502654824574367,0.0113097335529233
"Acropora nana",0.00441786466911065,0.00196349540849362,0.00785398163397448
"Acropora nasuta",0.00502654824574367,0.00196349540849362,0.00950331777710913
"Acropora palmata",0.0103868907109313,0.0038484510006475,0.0201061929829747
"Acropora palmerae",0.00950331777710913,0.00636172512351933,0.0132732289614169
"Acropora paniculata",0.00282743338823081,0.00125663706143592,0.00502654824574367
"Acropora papillare",0.0113097335529233,0.00502654824574367,0.0201061929829747
"Acropora pharaonis",0.00865901475145687,0.00282743338823081,0.0176714586764426
"Acropora pichoni",0.0038484510006475,0.00196349540849362,0.00636172512351933
"Acropora plumosa",0.00636172512351933,0.00282743338823081,0.0113097335529233
"Acropora polystoma",0.0103868907109313,0.00502654824574367,0.0176714586764426
"Acropora prolifera",0.00865901475145687,0.00282743338823081,0.0176714586764426
"Acropora pruinosa",0.0143138815279185,0.00950331777710913,0.0201061929829747
"Acropora pulchra",0.00636172512351933,0.00282743338823081,0.0113097335529233
"Acropora retusa",0.00502654824574367,0.0038484510006475,0.00636172512351933
"Acropora ridzwani",0.0254469004940773,0.0254469004940773,0.0254469004940773
"Acropora robusta",0.00785398163397448,0.00196349540849362,0.0176714586764426
"Acropora rongelapensis",0.00331830724035422,0.00196349540849362,0.00502654824574367
"Acropora roseni",0.01539380400259,0.0113097335529233,0.0201061929829747
"Acropora rudis",0.00636172512351933,0.00282743338823081,0.0113097335529233
"Acropora russelli",0.00441786466911065,0.00196349540849362,0.00785398163397448
"Acropora samoensis",0.0132732289614169,0.00502654824574367,0.0254469004940773
"Acropora sarmentosa",0.0176714586764426,0.00785398163397448,0.0314159265358979
"Acropora secale",0.00441786466911065,0.000706858347057704,0.0113097335529233
"Acropora selago",0.0038484510006475,0.00196349540849362,0.00636172512351933
"Acropora simplex",0.0038484510006475,0.00282743338823081,0.00502654824574367
"Acropora solitaryensis",0.00502654824574367,0.00196349540849362,0.00950331777710913
"Acropora spathulata",0.0103868907109313,0.00502654824574367,0.0176714586764426
"Acropora speciosa",0.00237582944427728,0.000706858347057704,0.00502654824574367
"Acropora spicifera",0.00502654824574367,0.00196349540849362,0.00950331777710913
"Acropora squarrosa",0.00282743338823081,0.00125663706143592,0.00502654824574367
"Acropora striata",0.00708821842466197,0.00502654824574367,0.00950331777710913
"Acropora subglabra",0.00237582944427728,0.000706858347057704,0.00502654824574367
"Acropora subulata",0.00785398163397448,0.00502654824574367,0.0113097335529233
"Acropora suharsonoi",0.0038484510006475,0.00282743338823081,0.00502654824574367
"Acropora sukarnoi",0.00950331777710913,0.0038484510006475,0.0176714586764426
"Acropora tanegashimensis",0.0038484510006475,0.00282743338823081,0.00502654824574367
"Acropora tenella",0.00331830724035422,0.00196349540849362,0.00502654824574367
"Acropora tenuis",0.00785398163397448,0.00502654824574367,0.0113097335529233
"Acropora torihalimeda",0.00502654824574367,0.00502654824574367,0.00502654824574367
"Acropora tortuosa",0.0103868907109313,0.00785398163397448,0.0132732289614169
"Acropora turaki",0.00282743338823081,0.00125663706143592,0.00502654824574367
"Acropora valenciennesi",0.0103868907109313,0.00502654824574367,0.0176714586764426
"Acropora valida",0.0038484510006475,0.00196349540849362,0.00636172512351933
"Acropora variolosa",0.00708821842466197,0.0038484510006475,0.0113097335529233
"Acropora vaughani",0.00502654824574367,0.00196349540849362,0.00950331777710913
"Acropora verweyi",0.00708821842466197,0.00502654824574367,0.00950331777710913
"Acropora walindii",0.00125663706143592,0.000706858347057704,0.00196349540849362
"Acropora willisae",0.00282743338823081,0.000314159265358979,0.00785398163397448
"Acropora yongei",0.00785398163397448,0.00502654824574367,0.0113097335529233
"Agaricia agaricites",0.141862543263664,0.0706858347057703,0.237582944427728
"Agaricia fragilis",0.141862543263664,0.0962112750161874,0.196349540849362
"Agaricia grahamae",0.24630086404144,0.173494454294496,0.331830724035422
"Agaricia humilis",0.113411494794592,0.0201061929829747,0.282743338823081
"Agaricia lamarcki",0.306796157577128,0.1661902513749,0.490166993776348
"Agaricia tenuifolia",0.145220120412188,0.0962112750161874,0.204282062299676
"Agaricia undata",0.169822717880613,0.0855298599939821,0.282743338823081
"Alveopora allingi",0.0730616641500476,0.045238934211693,0.107521008569111
"Alveopora catalai",0.0730616641500476,0.0314159265358979,0.132025431267111
"Alveopora daedalea",0.0268802521422777,0.0176714586764426,0.0380132711084365
"Alveopora excelsa",0.0268802521422777,0.0226980069221863,0.0314159265358979
"Alveopora fenestrata",0.0660519855417254,0.045238934211693,0.090792027688745
"Alveopora gigas",0.145220120412188,0.0314159265358979,0.342119439975928
"Alveopora japonica",0.0380132711084365,0.0226980069221863,0.057255526111674
"Alveopora marionensis",0.057255526111674,0.0314159265358979,0.090792027688745
"Alveopora minuta",0.00950331777710913,0.00636172512351933,0.0132732289614169
"Alveopora ocellata",0.0143138815279185,0.0113097335529233,0.0176714586764426
"Alveopora spongiosa",0.00950331777710913,0.0038484510006475,0.0176714586764426
"Alveopora tizardi",0.0165129963854314,0.01539380400259,0.0176714586764426
"Alveopora verrilliana",0.0188691908756237,0.00785398163397448,0.0346360590058275
"Alveopora viridis",0.01539380400259,0.00950331777710913,0.0226980069221863
"Anacropora forbesi",0.000962112750161874,0.000314159265358979,0.00196349540849362
"Anacropora matthai",0.00237582944427728,0.00196349540849362,0.00282743338823081
"Anacropora pillai",0.00282743338823081,0.00282743338823081,0.00282743338823081
"Anacropora puertogalerae",0.00331830724035422,0.00196349540849362,0.00502654824574367
"Anacropora reticulata",0.0038484510006475,0.00196349540849362,0.00636172512351933
"Anacropora spinosa",0.0038484510006475,0.00196349540849362,0.00636172512351933
"Anacropora spumosa",0.00282743338823081,0.00196349540849362,0.0038484510006475
"Anomastraea irregularis",0.145220120412188,0.0804247719318987,0.229022104446696
"Astrangia atrata",0.169822717880613,0.090792027688745,0.273397100678652
"Astrea annuligera",0.15552847130678,0.0530929158456675,0.311724531052447
"Astrea curta",0.52168109508267,0.38484510006475,0.679290871522453
"Astrea devantieri",0.0962112750161874,0.0490873852123405,0.159043128087983
"Astreopora cucullata",0.0330063578167778,0.0254469004940773,0.041547562843725
"Astreopora expansa",0.0380132711084365,0.0346360590058275,0.041547562843725
"Astreopora explanata",0.0113097335529233,0.00502654824574367,0.0201061929829747
"Astreopora gracilis",0.0176714586764426,0.01539380400259,0.0201061929829747
"Astreopora incrustans",0.00502654824574367,0.0038484510006475,0.00636172512351933
"Astreopora listeri",0.0165129963854314,0.0132732289614169,0.0201061929829747
"Astreopora macrostoma",0.045238934211693,0.041547562843725,0.0490873852123405
"Astreopora moretonensis",0.041547562843725,0.0346360590058275,0.0490873852123405
"Astreopora myriophthalma",0.0380132711084365,0.0346360590058275,0.041547562843725
"Astreopora ocellata",0.0254469004940773,0.00950331777710913,0.0490873852123405
"Astreopora randalli",0.0132732289614169,0.00950331777710913,0.0176714586764426
"Astreopora scabra",0.0330063578167778,0.0201061929829747,0.0490873852123405
"Astreopora suggesta",0.0143138815279185,0.00950331777710913,0.0201061929829747
"Australogyra zelli",0.292246656600191,0.196349540849362,0.407150407905237
"Australophyllia wilsoni",4.43013651541373,2.40528187540469,7.06858347057704
"Balanophyllia europaea",1.74366246255868,NA,1.74366246255868
"Bernardpora stutchburyi",0.0254469004940773,0.01539380400259,0.0380132711084365
"Blastomussa merleti",0.188574099031727,0.113411494794592,0.282743338823081
"Blastomussa omanensis",0.188574099031727,0.0615752160103599,0.38484510006475
"Blastomussa wellsi",1.63993100012796,0.785398163397448,2.80552077947202
"Boninastrea boninensis",0.264207942166902,0.204282062299676,0.331830724035422
"Cantharellus doederleini",21.4418607346025,20.5887416145661,22.3122978841418
"Cantharellus jebbi",38.484510006475,NA,38.484510006475
"Cantharellus noumeae",314.159265358979,NA,314.159265358979
"Catalaphyllia jardinei",2.21670777637296,1.188228881404,3.56327292751788
"Caulastraea connata",3.97607820219958,2.40528187540469,5.9395736106932
"Caulastraea curvata",0.924590352905561,0.477836242611008,1.51746779150021
"Caulastraea echinulata",1.05683176866761,0.693977817177985,1.4957122623741
"Caulastraea furcata",0.785398163397448,0.407150407905237,1.28679635091038
"Caulastraea tumida",3.14159265358979,1.76714586764426,4.90873852123405
"Cladocora arbuscula",0.0551545860245858,0.045238934211693,0.0660519855417254
"Cladocora caespitosa",0.0989798035421634,0.0530929158456675,0.159043128087983
"Coelastrea aspera",0.785398163397448,0.567450173054656,1.03868907109313
"Coelastrea palauensis",1.62860163162095,0.785398163397448,2.77591126871194
"Coeloseris mayeri",0.785398163397448,0.515299735005066,1.11220233918713
"Colpophyllia natans",0.916088417786784,0.594467869875529,1.30698108370969
"Coscinaraea columna",0.177205460616549,0.0962112750161874,0.282743338823081
"Coscinaraea crassa",0.785398163397448,0.395919214168654,1.30698108370969
"Coscinaraea exesa",0.148616967468882,0.0530929158456675,0.292246656600191
"Coscinaraea hahazimaensis",0.0490873852123405,0.0314159265358979,0.0706858347057703
"Coscinaraea marshae",0.135265198691126,0.0706858347057703,0.220618344098343
"Coscinaraea mcneilli",0.196349540849362,0.13854423602331,0.264207942166902
"Coscinaraea monile",0.196349540849362,NA,0.196349540849362
"Ctenactis albitentaculata",530.929158456675,NA,530.929158456675
"Ctenactis crassa",437.435361085843,NA,437.435361085843
"Ctenactis echinata",633.470742669846,NA,633.470742669846
"Cycloseris costulata",41.85386812745,38.484510006475,45.3645979178366
"Cycloseris curvata",47.7836242611008,44.1786466911065,51.5299735005066
"Cycloseris cyclolites",9.34820163983813,8.70920169409796,10.0098210526841
"Cycloseris distorta",12.5663706143592,NA,12.5663706143592
"Cycloseris explanulata",0.122541748444087,0.090792027688745,0.159043128087983
"Cycloseris fragilis",18.0955736846772,NA,18.0955736846772
"Cycloseris hexagonalis",6.40180006480669,6.20158243800259,6.60519855417254
"Cycloseris mokai",0.237582944427728,0.0962112750161874,0.441786466911065
"Cycloseris sinensis",22.9446415804471,22.3122978841418,23.5858210060907
"Cycloseris somervillei",111.313715935111,83.1611776729918,143.563244446685
"Cycloseris tenuis",15.7632552986521,14.454546338983,17.1286700057186
"Cycloseris vaughani",26.8782886468692,NA,26.8782886468692
"Cycloseris wellsi",0.0397607820219958,0.0314159265358979,0.0490873852123405
"Cynarina lacrymalis",56.7450173054656,NA,56.7450173054656
"Cyphastrea agassizi",0.0254469004940773,0.01539380400259,0.0380132711084365
"Cyphastrea chalcidicum",0.0380132711084365,0.0201061929829747,0.0615752160103599
"Cyphastrea decadia",0.0490873852123405,0.0380132711084365,0.0615752160103599
"Cyphastrea hexasepta",0.00567450173054656,0.0038484510006475,0.00785398163397448
"Cyphastrea japonica",0.0226980069221863,0.0176714586764426,0.0283528736986479
"Cyphastrea microphthalma",0.0363050301030471,0.0201061929829747,0.057255526111674
"Cyphastrea ocellina",0.0380132711084365,0.0283528736986479,0.0490873852123405
"Cyphastrea serailia",0.0283528736986479,0.01539380400259,0.045238934211693
"Danafungia horrida",326.851299679482,NA,326.851299679482
"Danafungia scruposa",96.7689077121996,NA,96.7689077121996
"Dendrogyra cylindrus",0.0829576810088555,0.041547562843725,0.13854423602331
"Dichocoenia stokesii",0.496391274221272,0.173494454294496,0.985203456165759
"Diploastrea heliopora",0.502654824574367,0.38484510006475,0.636172512351933
"Diploria labyrinthiformis",0.200296166620434,0.145220120412188,0.264207942166902
"Dipsastraea albida",0.817128249198705,0.541060794764502,1.1499014510302
"Dipsastraea amicorum",0.723822947387088,0.282743338823081,1.36847775990371
"Dipsastraea danai",0.502654824574367,0.36316811075498,0.6647610054996
"Dipsastraea faviaformis",1.87476505098379,0.833228911548353,3.33291564619341
"Dipsastraea favus",0.534561624962388,0.331830724035422,0.785398163397448
"Dipsastraea helianthoides",0.453645979178366,0.301907054009979,0.636172512351933
"Dipsastraea lacuna",0.483981983239593,0.273397100678652,0.75429639612691
"Dipsastraea laddi",0.297057220351,0.237582944427728,0.36316811075498
"Dipsastraea laxa",0.180955736846772,0.113411494794592,0.264207942166902
"Dipsastraea lizardensis",1.39975624176102,0.785398163397448,2.19039693789914
"Dipsastraea maritima",2.08672438033068,1.4957122623741,2.77591126871194
"Dipsastraea marshae",1.98556509688509,1.22718463030851,2.92552961883916
"Dipsastraea matthaii",1.0028749148422,0.608212337734984,1.4957122623741
"Dipsastraea maxima",5.30929158456675,4.1547562843725,6.60519855417254
"Dipsastraea pallida",0.567450173054656,0.36316811075498,0.817128249198705
"Dipsastraea rosaria",0.465662571078347,0.292246656600191,0.679290871522453
"Dipsastraea rotumana",1.03868907109313,0.608212337734984,1.58367685667461
"Dipsastraea speciosa",0.594467869875529,0.441786466911065,0.769768739945839
"Dipsastraea truncata",0.746619129079699,0.636172512351933,0.865901475145687
"Dipsastraea veroni",1.4848934026733,0.785398163397448,2.40528187540469
"Dipsastraea vietnamensis",0.701380194868006,0.180955736846772,1.56145008865047
"Duncanopsammia axifuga",0.580880481648753,0.352565235549115,0.865901475145687
"Echinomorpha nishihirai",104.774078492628,NA,104.774078492628
"Echinophyllia aspera",0.762012933082289,0.608212337734984,0.933131557932508
"Echinophyllia costata",0.188574099031727,0.113411494794592,0.282743338823081
"Echinophyllia echinata",1.21738678822013,1.13097335529233,1.30698108370969
"Echinophyllia echinoporoides",0.132025431267111,0.0490873852123405,0.255175863287831
"Echinophyllia orpheensis",0.793271779985508,0.785398163397448,0.801184666481737
"Echinophyllia patula",0.278050584796782,0.188574099031727,0.38484510006475
"Echinophyllia pectinata",0.924590352905561,0.407150407905237,1.65129963854314
"Echinopora ashmorensis",0.177205460616549,0.152053084433746,0.204282062299676
"Echinopora forskaliana",0.200296166620434,0.145220120412188,0.264207942166902
"Echinopora fruticulosa",0.141862543263664,0.107521008569111,0.180955736846772
"Echinopora gemmacea",0.101787601976309,0.0706858347057703,0.13854423602331
"Echinopora hirsutissima",0.122541748444087,0.107521008569111,0.13854423602331
"Echinopora horrida",0.0380132711084365,0.0314159265358979,0.045238934211693
"Echinopora irregularis",0.0730616641500476,0.0283528736986479,0.13854423602331
"Echinopora lamellosa",0.0637939658219577,0.041547562843725,0.090792027688745
"Echinopora mammiformis",0.441786466911065,0.292246656600191,0.622113885227119
"Echinopora pacificus",0.0989798035421634,0.0490873852123405,0.1661902513749
"Echinopora robusta",0.321699087727595,0.13854423602331,0.580880481648753
"Echinopora taylorae",0.101787601976309,0.0380132711084365,0.196349540849362
"Echinopora tiranensis",0.068349275169663,0.045238934211693,0.0962112750161874
"Erythrastrea flabellata",1.13097335529233,0.785398163397448,1.539380400259
"Euphyllia ancora",7.30616641500476,2.01061929829747,15.9043128087983
"Euphyllia cristata",3.97607820219958,3.14159265358979,4.90873852123405
"Euphyllia divisa",3.80132711084365,NA,3.80132711084365
"Euphyllia glabrescens",1.43138815279185,0.502654824574367,2.83528736986479
"Euphyllia paraancora",6.83492751696629,6.60519855417254,7.06858347057704
"Euphyllia paradivisa",12.8824933751266,10.1787601976309,15.9043128087983
"Euphyllia paraglabrescens",20.4282062299676,NA,20.4282062299676
"Euphyllia yaeyamaensis",4.98759249683916,NA,4.98759249683916
"Eusmilia fastigiata",2.9864765163188,2.57304292310638,3.43069771753639
"Favia fragum",0.196349540849362,0.13854423602331,0.264207942166902
"Favia leptophylla",0.453645979178366,0.196349540849362,0.817128249198705
"Favites abdita",0.994019550549896,0.441786466911065,1.76714586764426
"Favites acuticollis",0.502654824574367,0.352565235549115,0.679290871522453
"Favites chinensis",0.785398163397448,0.441786466911065,1.22718463030851
"Favites colemani",0.278050584796782,0.132025431267111,0.477836242611008
"Favites complanata",1.41026094219646,0.502654824574367,2.77591126871194
"Favites flexuosa",2.01061929829747,1.36847775990371,2.77591126871194
"Favites halicora",1.4957122623741,0.916088417786784,2.21670777637296
"Favites magnistellata",0.580880481648753,0.204282062299676,1.1499014510302
"Favites melicerum",0.412824909635784,0.321699087727595,0.515299735005066
"Favites micropentagonus",0.141862543263664,0.0855298599939821,0.21237166338267
"Favites paraflexuosus",1.39975624176102,0.865901475145687,2.06119894002026
"Favites pentagona",0.297057220351,0.113411494794592,0.567450173054656
"Favites rotundata",2.74645883758454,2.06119894002026,3.52989350557349
"Favites spinosa",0.352565235549115,0.21237166338267,0.528101725068444
"Favites stylifera",0.273397100678652,0.196349540849362,0.36316811075498
"Favites valenciennesi",0.601320468851171,0.441786466911065,0.785398163397448
"Favites vasta",1.76714586764426,1.22718463030851,2.40528187540469
"Fungia fungites",196.066797510539,NA,196.066797510539
"Galaxea acrhelia",0.200296166620434,0.173494454294496,0.229022104446696
"Galaxea astreata",0.0989798035421634,0.090792027688745,0.107521008569111
"Galaxea cryptoramosa",0.152053084433746,0.13854423602331,0.1661902513749
"Galaxea fascicularis",0.534561624962388,0.264207942166902,0.899202357273738
"Galaxea horrescens",0.057255526111674,0.0490873852123405,0.0660519855417254
"Galaxea longisepta",0.297057220351,0.173494454294496,0.453645979178366
"Galaxea paucisepta",0.059395736106932,0.045238934211693,0.0754767635024948
"Gardineroseris planulata",0.0804247719318987,0.01539380400259,0.196349540849362
"Goniastrea columella",1.59484914554894,0.950331777710912,2.40528187540469
"Goniastrea edwardsi",0.110446616727766,0.0490873852123405,0.196349540849362
"Goniastrea favulus",0.259672267773281,0.125663706143592,0.441786466911065
"Goniastrea minuta",0.204282062299676,0.145220120412188,0.273397100678652
"Goniastrea pectinata",0.785398163397448,0.196349540849362,1.76714586764426
"Goniastrea ramosa",0.19244218498646,0.0490873852123405,0.430084034276443
"Goniastrea retiformis",0.196349540849362,0.0962112750161874,0.331830724035422
"Goniastrea stelligera",0.135265198691126,0.0804247719318987,0.204282062299676
"Goniastrea thecata",0.508957644835632,0.465662571078347,0.55417694409324
"Goniopora albiconus",0.0471435247579318,0.0226980069221863,0.0804247719318987
"Goniopora burgosi",0.0188691908756237,0.01539380400259,0.0226980069221863
"Goniopora cellulosa",0.0829576810088555,0.045238934211693,0.132025431267111
"Goniopora ciliatus",0.0881413088872786,0.0660519855417254,0.113411494794592
"Goniopora columna",0.0804247719318987,0.057255526111674,0.107521008569111
"Goniopora diminuta",0.0989798035421634,0.0754767635024948,0.125663706143592
"Goniopora djiboutiensis",0.122541748444087,0.0804247719318987,0.173494454294496
"Goniopora eclipsensis",0.0510705155749191,0.0314159265358979,0.0754767635024948
"Goniopora fruticosa",0.057255526111674,0.0226980069221863,0.107521008569111
"Goniopora lobata",0.0962112750161874,0.045238934211693,0.1661902513749
"Goniopora norfolkensis",0.029864765163188,0.0176714586764426,0.045238934211693
"Goniopora paliformis",0.0363050301030471,0.0201061929829747,0.057255526111674
"Goniopora palmensis",0.0330063578167778,0.0226980069221863,0.045238934211693
"Goniopora pandoraensis",0.0433736135736241,0.0314159265358979,0.057255526111674
"Goniopora pearsoni",0.059395736106932,0.0380132711084365,0.0855298599939821
"Goniopora pedunculata",0.0314159265358979,0.0176714586764426,0.0490873852123405
"Goniopora pendulus",0.184745282985165,0.132025431267111,0.24630086404144
"Goniopora planulata",0.0433736135736241,0.0201061929829747,0.0754767635024948
"Goniopora polyformis",0.216475368786422,0.1661902513749,0.273397100678652
"Goniopora savignyi",0.029864765163188,0.0226980069221863,0.0380132711084365
"Goniopora somaliensis",0.0551545860245858,0.0380132711084365,0.0754767635024948
"Goniopora stokesi",0.107521008569111,0.057255526111674,0.173494454294496
"Goniopora sultani",0.430084034276443,0.38484510006475,0.477836242611008
"Goniopora tantillus",0.0471435247579318,0.0314159265358979,0.0660519855417254
"Goniopora tenella",0.0471435247579318,0.0314159265358979,0.0660519855417254
"Gyrosmilia interrupta",0.407150407905237,0.311724531052447,0.515299735005066
"Halomitra clavator",0.177205460616549,0.13854423602331,0.220618344098343
"Halomitra pileus",0.101787601976309,0.045238934211693,0.180955736846772
"Heliofungia actiniformis",158.367685667461,NA,158.367685667461
"Heliofungia fralinae",63.6172512351933,NA,63.6172512351933
"Helioseris cucullata",0.057255526111674,0.0490873852123405,0.0660519855417254
"Herpolitha limax",1075.21008569111,NA,1075.21008569111
"Heterocyathus aequicostatus",0.24630086404144,NA,0.24630086404144
"Heteropsammia cochlea",0.4185386812745,NA,0.4185386812745
"Homophyllia australis",44.1786466911065,NA,44.1786466911065
"Homophyllia bowerbanki",3.97607820219958,3.14159265358979,4.90873852123405
"Horastrea indica",0.874167790815445,0.4185386812745,1.4957122623741
"Hydnophora bonsai",0.0804247719318987,0.0283528736986479,0.159043128087983
"Hydnophora exesa",0.110446616727766,0.0706858347057703,0.159043128087983
"Hydnophora grandis",0.125663706143592,0.0855298599939821,0.173494454294496
"Hydnophora microconos",0.229022104446696,0.101787601976309,0.407150407905237
"Hydnophora pilosa",0.331830724035422,0.196349540849362,0.502654824574367
"Hydnophora rigida",0.255175863287831,0.173494454294496,0.352565235549115
"Idiotrochus emarciatus",11.9459060652752,NA,11.9459060652752
"Isophyllia rigida",1.47411381288067,0.6647610054996,2.60155287643771
"Isophyllia sinuosa",0.817128249198705,0.6647610054996,0.985203456165759
"Isopora brueggemanni",0.0132732289614169,0.00785398163397448,0.0201061929829747
"Isopora crateriformis",0.00331830724035422,0.00196349540849362,0.00502654824574367
"Isopora cuneata",0.00441786466911065,0.00196349540849362,0.00785398163397448
